"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","inCommunity","annotatedInCommunity","viralTarget"
"3682.9","query_1",TRUE,0.0377358364474443,5,2,1,0.5,0.2,"GO:0035973","hsapien_HuRI_GOBP_EXP","aggrephagy",4238,3133,"X","UBQLN1","RASSF5,SLC66A2,TMEM31,TMEM44,UBQLN1,UBQLN2","UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"3682.10","query_1",TRUE,0.0452776574555021,6,2,1,0.5,0.166666666666667,"GO:0031396","hsapien_HuRI_GOBP_EXP","regulation of protein ubiquitination",4238,4078,"X","UBQLN1","RASSF5,SLC66A2,TMEM31,TMEM44,UBQLN1,UBQLN2","UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"3738.1","query_1",TRUE,2.77614168688852e-08,4,4,3,0.75,0.75,"GO:1903071","hsapien_HuRI_GOBP_EXP","positive regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,654,"X,X,X","SGTA,UBQLN1,UBQLN2","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.2","query_1",TRUE,1.79746036250058e-05,26,4,3,0.75,0.115384615384615,"GO:0030433","hsapien_HuRI_GOBP_EXP","ubiquitin-dependent ERAD pathway",4238,233,"X,X,X","SGTA,UBQLN1,UBQLN2","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.3","query_1",TRUE,0.0207645115620578,1,4,1,0.25,1,"GO:1901340","hsapien_HuRI_GOBP_EXP","negative regulation of store-operated calcium channel activity",4238,4167,"X","UBQLN1","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.4","query_1",TRUE,0.0207645115620578,1,4,1,0.25,1,"GO:1900186","hsapien_HuRI_GOBP_EXP","negative regulation of clathrin-dependent endocytosis",4238,5045,"X","UBQLN2","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.5","query_1",TRUE,0.0415143208501758,2,4,1,0.25,0.5,"GO:1904021","hsapien_HuRI_GOBP_EXP","negative regulation of G protein-coupled receptor internalization",4238,449,"X","UBQLN2","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.6","query_1",TRUE,0.0415143208501758,2,4,1,0.25,0.5,"GO:0016241","hsapien_HuRI_GOBP_EXP","regulation of macroautophagy",4238,2943,"X","UBQLN2","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.7","query_1",TRUE,0.0415143208501758,2,4,1,0.25,0.5,"GO:1902175","hsapien_HuRI_GOBP_EXP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",4238,3165,"X","UBQLN1","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.8","query_1",TRUE,0.0415143208501758,2,4,1,0.25,0.5,"GO:1903070","hsapien_HuRI_GOBP_EXP","negative regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,4145,"X","SGTA","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3746.1","query_1",TRUE,0.0113260972156723,1,3,1,0.333333333333333,1,"GO:0060628","hsapien_HuRI_GOBP_EXP","regulation of ER to Golgi vesicle-mediated transport",4238,2134,"X","RINT1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","RINT1,VAV3,ZRANB1","GOLGA6L9,RINT1,ZRANB1"
"3746.2","query_1",TRUE,0.0113260972156723,1,3,1,0.333333333333333,1,"GO:0071947","hsapien_HuRI_GOBP_EXP","protein deubiquitination involved in ubiquitin-dependent protein catabolic process",4238,2485,"X","ZRANB1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","RINT1,VAV3,ZRANB1","GOLGA6L9,RINT1,ZRANB1"
"3746.3","query_1",TRUE,0.0113260972156723,1,3,1,0.333333333333333,1,"GO:1902504","hsapien_HuRI_GOBP_EXP","regulation of signal transduction involved in mitotic G2 DNA damage checkpoint",4238,4441,"X","RINT1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","RINT1,VAV3,ZRANB1","GOLGA6L9,RINT1,ZRANB1"
"3746.4","query_1",TRUE,0.0339622540648161,3,3,1,0.333333333333333,0.333333333333333,"GO:1990168","hsapien_HuRI_GOBP_EXP","protein K33-linked deubiquitination",4238,2747,"X","ZRANB1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","RINT1,VAV3,ZRANB1","GOLGA6L9,RINT1,ZRANB1"
"3746.5","query_1",TRUE,0.0452723162224995,4,3,1,0.333333333333333,0.25,"GO:0035523","hsapien_HuRI_GOBP_EXP","protein K29-linked deubiquitination",4238,5043,"X","ZRANB1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","RINT1,VAV3,ZRANB1","GOLGA6L9,RINT1,ZRANB1"
"3781.1","query_1",TRUE,0.0379896177442182,1,7,1,0.142857142857143,1,"GO:0085032","hsapien_HuRI_GOBP_EXP","modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade",4238,759,"X","TNIP1","BYSL,KIFC3,LZTS1,MID2,RUNX1T1,TNIP1,TTF2,VPS52,WTAP","KIFC3,LZTS1,MID2,RUNX1T1,TNIP1,VPS52,WTAP","BYSL,VPS52"
"3781.2","query_1",TRUE,0.0379896177442182,1,7,1,0.142857142857143,1,"GO:0009101","hsapien_HuRI_GOBP_EXP","glycoprotein biosynthetic process",4238,3973,"X","TNIP1","BYSL,KIFC3,LZTS1,MID2,RUNX1T1,TNIP1,TTF2,VPS52,WTAP","KIFC3,LZTS1,MID2,RUNX1T1,TNIP1,VPS52,WTAP","BYSL,VPS52"
"3841","query_1",TRUE,0.000471920717319385,2,1,1,1,0.5,"GO:0017157","hsapien_HuRI_GOBP_EXP","regulation of exocytosis",4238,1729,"X","SEPTIN5","DDIT4L,KPRP,LNX1,SEPTIN1,SEPTIN5,TEKT4,UBASH3A","SEPTIN5","DDIT4L,TEKT4"
"3902.1","query_1",TRUE,0.00778669183577474,1,3,1,0.333333333333333,1,"GO:0061351","hsapien_HuRI_GOBP_EXP","neural precursor cell proliferation",4238,2262,"X","TMEM14B","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","LAT,SLC51B,TMEM14B","SLC51B,TMEM14B"
"3902.2","query_1",TRUE,0.0155697081030602,2,3,1,0.333333333333333,0.5,"GO:0050863","hsapien_HuRI_GOBP_EXP","regulation of T cell activation",4238,1870,"X","LAT","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","LAT,SLC51B,TMEM14B","SLC51B,TMEM14B"
"3902.3","query_1",TRUE,0.0155697081030602,2,3,1,0.333333333333333,0.5,"GO:0032782","hsapien_HuRI_GOBP_EXP","bile acid secretion",4238,2287,"X","SLC51B","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","LAT,SLC51B,TMEM14B","SLC51B,TMEM14B"
"3902.4","query_1",TRUE,0.0311247174029684,4,3,1,0.333333333333333,0.25,"GO:0019722","hsapien_HuRI_GOBP_EXP","calcium-mediated signaling",4238,1412,"X","LAT","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","LAT,SLC51B,TMEM14B","SLC51B,TMEM14B"
"3902.5","query_1",TRUE,0.0466650348413135,6,3,1,0.333333333333333,0.166666666666667,"GO:2000045","hsapien_HuRI_GOBP_EXP","regulation of G1/S transition of mitotic cell cycle",4238,4633,"X","TMEM14B","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","LAT,SLC51B,TMEM14B","SLC51B,TMEM14B"
"3902.6","query_1",TRUE,0.0466650348413135,6,3,1,0.333333333333333,0.166666666666667,"GO:0021987","hsapien_HuRI_GOBP_EXP","cerebral cortex development",4238,4656,"X","TMEM14B","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","LAT,SLC51B,TMEM14B","SLC51B,TMEM14B"
"3914.1","query_1",TRUE,0.0033034450212357,1,2,1,0.5,1,"GO:0080121","hsapien_HuRI_GOBP_EXP","AMP transport",4238,1587,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","SLC25A42,SMARCD1","KRT31,MTUS2"
"3914.2","query_1",TRUE,0.0033034450212357,1,2,1,0.5,1,"GO:0048096","hsapien_HuRI_GOBP_EXP","chromatin-mediated maintenance of transcription",4238,2274,"X","SMARCD1","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","SLC25A42,SMARCD1","KRT31,MTUS2"
"3914.3","query_1",TRUE,0.0033034450212357,1,2,1,0.5,1,"GO:0035349","hsapien_HuRI_GOBP_EXP","coenzyme A transmembrane transport",4238,4779,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","SLC25A42,SMARCD1","KRT31,MTUS2"
"3914.4","query_1",TRUE,0.006606110376429,2,2,1,0.5,0.5,"GO:0015866","hsapien_HuRI_GOBP_EXP","ADP transport",4238,4430,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","SLC25A42,SMARCD1","KRT31,MTUS2"
"3914.5","query_1",TRUE,0.00990799606558068,3,2,1,0.5,0.333333333333333,"GO:0015867","hsapien_HuRI_GOBP_EXP","ATP transport",4238,4964,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","SLC25A42,SMARCD1","KRT31,MTUS2"
"3914.6","query_1",TRUE,0.0231077421617666,7,2,1,0.5,0.142857142857143,"GO:0006337","hsapien_HuRI_GOBP_EXP","nucleosome disassembly",4238,239,"X","SMARCD1","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","SLC25A42,SMARCD1","KRT31,MTUS2"
"3948.1","query_1",TRUE,0.00652541194355025,46,3,2,0.666666666666667,0.0434782608695652,"GO:0051091","hsapien_HuRI_GOBP_EXP","positive regulation of DNA-binding transcription factor activity",4238,3202,"X,X","TRAF2,TRIM14","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","SLF2,TRAF2,TRIM14","TRAF2,TRIM50"
"3948.2","query_1",TRUE,0.0111346407689609,60,3,2,0.666666666666667,0.0333333333333333,"GO:0051092","hsapien_HuRI_GOBP_EXP","positive regulation of NF-kappaB transcription factor activity",4238,2722,"X,X","TRAF2,TRIM14","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","SLF2,TRAF2,TRIM14","TRAF2,TRIM50"
"3948.3","query_1",TRUE,0.0268931321780131,2,3,1,0.333333333333333,0.5,"GO:1990166","hsapien_HuRI_GOBP_EXP","protein localization to site of double-strand break",4238,4954,"X","SLF2","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","SLF2,TRAF2,TRIM14","TRAF2,TRIM50"
"4024.1","query_1",TRUE,0.0151014629542239,1,4,1,0.25,1,"GO:2000269","hsapien_HuRI_GOBP_EXP","regulation of fibroblast apoptotic process",4238,3409,"X","IER3IP1","HERPUD2,IER3IP1,SPTSSA,TMEM258,TMEM31,UBQLN1","IER3IP1,SPTSSA,TMEM258,UBQLN1","TMEM258,UBQLN1"
"4024.2","query_1",TRUE,0.0151014629542239,1,4,1,0.25,1,"GO:1901340","hsapien_HuRI_GOBP_EXP","negative regulation of store-operated calcium channel activity",4238,4167,"X","UBQLN1","HERPUD2,IER3IP1,SPTSSA,TMEM258,TMEM31,UBQLN1","IER3IP1,SPTSSA,TMEM258,UBQLN1","TMEM258,UBQLN1"
"4024.3","query_1",TRUE,0.0301922333455824,2,4,1,0.25,0.5,"GO:1902175","hsapien_HuRI_GOBP_EXP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",4238,3165,"X","UBQLN1","HERPUD2,IER3IP1,SPTSSA,TMEM258,TMEM31,UBQLN1","IER3IP1,SPTSSA,TMEM258,UBQLN1","TMEM258,UBQLN1"
"4037.1","query_1",TRUE,0.0176970268994786,1,5,1,0.2,1,"GO:0000390","hsapien_HuRI_GOBP_EXP","spliceosomal complex disassembly",4238,2113,"X","TFIP11","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,KIFC3,PICK1,SSX2IP,TFIP11","CARD9,SSX2IP"
"4037.2","query_1",TRUE,0.0176970268994786,1,5,1,0.2,1,"GO:0015844","hsapien_HuRI_GOBP_EXP","monoamine transport",4238,2232,"X","PICK1","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,KIFC3,PICK1,SSX2IP,TFIP11","CARD9,SSX2IP"
"4037.3","query_1",TRUE,0.0176970268994786,1,5,1,0.2,1,"GO:0007205","hsapien_HuRI_GOBP_EXP","protein kinase C-activating G protein-coupled receptor signaling pathway",4238,2558,"X","PICK1","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,KIFC3,PICK1,SSX2IP,TFIP11","CARD9,SSX2IP"
"4133.1","query_1",TRUE,0.0122699386503069,1,4,1,0.25,1,"GO:0061351","hsapien_HuRI_GOBP_EXP","neural precursor cell proliferation",4238,2262,"X","TMEM14B","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.2","query_1",TRUE,0.0245311895932857,2,4,1,0.25,0.5,"GO:0097035","hsapien_HuRI_GOBP_EXP","regulation of membrane lipid distribution",4238,35,"X","TLCD1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.3","query_1",TRUE,0.0245311895932857,2,4,1,0.25,0.5,"GO:0040037","hsapien_HuRI_GOBP_EXP","negative regulation of fibroblast growth factor receptor signaling pathway",4238,1027,"X","CREB3L1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.4","query_1",TRUE,0.0245311895932857,2,4,1,0.25,0.5,"GO:0071709","hsapien_HuRI_GOBP_EXP","membrane assembly",4238,4350,"X","TLCD1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.5","query_1",TRUE,0.036783756930778,3,4,1,0.25,0.333333333333333,"GO:0007009","hsapien_HuRI_GOBP_EXP","plasma membrane organization",4238,1939,"X","TLCD1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.6","query_1",TRUE,0.036783756930778,3,4,1,0.25,0.333333333333333,"GO:0032967","hsapien_HuRI_GOBP_EXP","positive regulation of collagen biosynthetic process",4238,1949,"X","CREB3L1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.7","query_1",TRUE,0.036783756930778,3,4,1,0.25,0.333333333333333,"GO:0055091","hsapien_HuRI_GOBP_EXP","phospholipid homeostasis",4238,4331,"X","TLCD1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4133.8","query_1",TRUE,0.0490276447636668,4,4,1,0.25,0.25,"GO:1903671","hsapien_HuRI_GOBP_EXP","negative regulation of sprouting angiogenesis",4238,2913,"X","CREB3L1","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4160.1","query_1",TRUE,0.0122699386503069,1,4,1,0.25,1,"GO:0032119","hsapien_HuRI_GOBP_EXP","sequestering of zinc ion",4238,283,"X","SLC30A8","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.2","query_1",TRUE,0.0122699386503069,1,4,1,0.25,1,"GO:0006829","hsapien_HuRI_GOBP_EXP","zinc ion transport",4238,559,"X","SLC30A8","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.3","query_1",TRUE,0.0122699386503069,1,4,1,0.25,1,"GO:0061351","hsapien_HuRI_GOBP_EXP","neural precursor cell proliferation",4238,2262,"X","TMEM14B","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.4","query_1",TRUE,0.0245311895932857,2,4,1,0.25,0.5,"GO:0040037","hsapien_HuRI_GOBP_EXP","negative regulation of fibroblast growth factor receptor signaling pathway",4238,1027,"X","CREB3L1","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.5","query_1",TRUE,0.036783756930778,3,4,1,0.25,0.333333333333333,"GO:0032967","hsapien_HuRI_GOBP_EXP","positive regulation of collagen biosynthetic process",4238,1949,"X","CREB3L1","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.6","query_1",TRUE,0.0490276447636668,4,4,1,0.25,0.25,"GO:0009749","hsapien_HuRI_GOBP_EXP","response to glucose",4238,146,"X","SLC30A8","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.7","query_1",TRUE,0.0490276447636668,4,4,1,0.25,0.25,"GO:1903671","hsapien_HuRI_GOBP_EXP","negative regulation of sprouting angiogenesis",4238,2913,"X","CREB3L1","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4160.8","query_1",TRUE,0.0490276447636668,4,4,1,0.25,0.25,"GO:0030073","hsapien_HuRI_GOBP_EXP","insulin secretion",4238,4968,"X","SLC30A8","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,SLC30A8,TMEM14B","CREB3L1,TMEM14B"
"4227.1","query_1",TRUE,0.00707714004684334,3,2,1,0.5,0.333333333333333,"GO:0007288","hsapien_HuRI_GOBP_EXP","sperm axoneme assembly",4238,25,"X","TTC12","C1orf109,GOLGA6L9,POU6F2,TTC12,TTC23,ZFHX3","TTC12,ZFHX3","GOLGA6L9,TTC23"
"4227.2","query_1",TRUE,0.00707714004684334,3,2,1,0.5,0.333333333333333,"GO:0070286","hsapien_HuRI_GOBP_EXP","axonemal dynein complex assembly",4238,59,"X","TTC12","C1orf109,GOLGA6L9,POU6F2,TTC12,TTC23,ZFHX3","TTC12,ZFHX3","GOLGA6L9,TTC23"
"4227.3","query_1",TRUE,0.00707714004684334,3,2,1,0.5,0.333333333333333,"GO:0071559","hsapien_HuRI_GOBP_EXP","response to transforming growth factor beta",4238,2133,"X","ZFHX3","C1orf109,GOLGA6L9,POU6F2,TTC12,TTC23,ZFHX3","TTC12,ZFHX3","GOLGA6L9,TTC23"
"4266.1","query_1",TRUE,0.0320906087777257,1,4,1,0.25,1,"GO:0032815","hsapien_HuRI_GOBP_EXP","negative regulation of natural killer cell activation",4238,2507,"X","PIBF1","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2","TRAF1,TRAF2"
"4266.2","query_1",TRUE,0.0320906087777257,1,4,1,0.25,1,"GO:0031393","hsapien_HuRI_GOBP_EXP","negative regulation of prostaglandin biosynthetic process",4238,4596,"X","PIBF1","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2","TRAF1,TRAF2"
"4266.3","query_1",TRUE,0.0320906087777257,1,4,1,0.25,1,"GO:0090521","hsapien_HuRI_GOBP_EXP","glomerular visceral epithelial cell migration",4238,4892,"X","KANK2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2","TRAF1,TRAF2"
"4266.4","query_1",TRUE,0.0320906087777257,1,4,1,0.25,1,"GO:0072073","hsapien_HuRI_GOBP_EXP","kidney epithelium development",4238,5181,"X","KANK2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2","TRAF1,TRAF2"
"4266.5","query_1",TRUE,0.0394868902393405,60,4,2,0.5,0.0333333333333333,"GO:0051092","hsapien_HuRI_GOBP_EXP","positive regulation of NF-kappaB transcription factor activity",4238,2722,"X,X","TRAF1,TRAF2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2","TRAF1,TRAF2"
"54","query_1",TRUE,0.0362316463797776,14,5,1,0.2,0.0714285714285714,"GO:0097602","hsapien_HuRI_GOMF_EXP","cullin family protein binding",7702,1037,"X","KCTD9","ACBD4,DDIT4L,KCTD9,KRT34,PSMA1,TEKT4","DDIT4L,KCTD9,KRT34,PSMA1,TEKT4","DDIT4L,TEKT4"
"67.13","query_1",TRUE,0.018690372997181,2,6,1,0.166666666666667,0.5,"GO:0036042","hsapien_HuRI_GOMF_EXP","long-chain fatty acyl-CoA binding",7702,147,"X","ACOT7","ACOT7,CLEC19A,DAZAP2,UBQLN1,UBQLN2,UBXN7","ACOT7,CLEC19A,DAZAP2,UBQLN1,UBQLN2,UBXN7","UBQLN1,UBQLN2"
"67.21","query_1",TRUE,0.018690372997181,2,6,1,0.166666666666667,0.5,"GO:0000062","hsapien_HuRI_GOMF_EXP","fatty-acyl-CoA binding",7702,1896,"X","ACOT7","ACOT7,CLEC19A,DAZAP2,UBQLN1,UBQLN2,UBXN7","ACOT7,CLEC19A,DAZAP2,UBQLN1,UBQLN2,UBXN7","UBQLN1,UBQLN2"
"67.31","query_1",TRUE,0.0373564806638997,4,6,1,0.166666666666667,0.25,"GO:0016290","hsapien_HuRI_GOMF_EXP","palmitoyl-CoA hydrolase activity",7702,1245,"X","ACOT7","ACOT7,CLEC19A,DAZAP2,UBQLN1,UBQLN2,UBXN7","ACOT7,CLEC19A,DAZAP2,UBQLN1,UBQLN2,UBXN7","UBQLN1,UBQLN2"
"127.11","query_1",TRUE,0.0054531290573876,1,7,1,0.142857142857143,1,"GO:0008446","hsapien_HuRI_GOMF_EXP","GDP-mannose 4,6-dehydratase activity",7702,1361,"X","GMDS","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ARL6IP1,REEP6"
"127.21","query_1",TRUE,0.0109020094750731,2,7,1,0.142857142857143,0.5,"GO:0070401","hsapien_HuRI_GOMF_EXP","NADP+ binding",7702,1007,"X","GMDS","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ARL6IP1,REEP6"
"127.31","query_1",TRUE,0.0109020094750731,2,7,1,0.142857142857143,0.5,"GO:1901981","hsapien_HuRI_GOMF_EXP","phosphatidylinositol phosphate binding",7702,1584,"X","SNX11","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ARL6IP1,REEP6"
"127.41","query_1",TRUE,0.0217870354253344,4,7,1,0.142857142857143,0.25,"GO:0016787","hsapien_HuRI_GOMF_EXP","hydrolase activity",7702,871,"X","ADTRP","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ADTRP,ARL6IP1,GMDS,NTAQ1,REEP6,SNX11,TMED8","ARL6IP1,REEP6"
"142.11","query_1",TRUE,0.00584263827577036,1,9,1,0.111111111111111,1,"GO:0003881","hsapien_HuRI_GOMF_EXP","CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity",7702,1203,"X","CDIPT","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","MFF,TMEM14B"
"142.21","query_1",TRUE,0.0116792070662552,2,9,1,0.111111111111111,0.5,"GO:0015036","hsapien_HuRI_GOMF_EXP","disulfide oxidoreductase activity",7702,1810,"X","TMX2","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","MFF,TMEM14B"
"142.31","query_1",TRUE,0.0419848095720613,773,9,4,0.444444444444444,0.00517464424320828,"GO:0042802","hsapien_HuRI_GOMF_EXP","identical protein binding",7702,1843,"X,X,X,X","LEPROTL1,MFF,TMEM14B,TMX2","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","MFF,TMEM14B"
"145.1","query_1",TRUE,0.000370951934204873,7,7,2,0.285714285714286,0.285714285714286,"GO:0005164","hsapien_HuRI_GOMF_EXP","tumor necrosis factor receptor binding",7702,998,"X,X","TRAF1,TRAF2","AGR2,CFLAR,RIIAD1,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","AGR2,CFLAR,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","TRAF1,TRAF2"
